bag,flipper,gait,run,axis,samples,raw_min,raw_max,clean_min,clean_max,clean_p0_5,clean_p99_5,average_interval_source,average_duration_s,clean_abs_mean,clean_abs_impulse_ns,clean_abs_p99_5,clean_abs_max,max_to_p99_5_ratio,abs_peak_time_s
control_vansh_rollAmpAndFrequency_5_control.bag,control,rollAmpAndFrequency,5,Fz,85480,-4.456072807312012,4.177316188812256,-2.909012794494629,0.1632327437400818,-2.8997926712036133,0.14838236570358276,servo_activity,8.18578577041626,1.0739426597436401,8.79106454237248,2.8997926712036133,2.909012794494629,1.0031795801757057,8.219724178314209
control_vansh_rollAmpAndFrequency_5_control.bag,control,rollAmpAndFrequency,5,Net,85480,0.028233511373400688,7.006527900695801,0.09372914810633971,4.010586801178755,0.15432967285200136,3.984296938137979,servo_activity,8.18578577041626,2.0912439443904964,17.118474922460898,3.984296938137979,4.010586801178755,1.0065983694109564,8.27180290222168
control_vansh_rollAmpAndFrequency_6_control.bag,control,rollAmpAndFrequency,6,Fx,85620,-4.7400360107421875,2.0947673320770264,-1.9666731357574463,0.3821798861026764,-1.8875024318695068,0.36905279755592346,servo_activity,8.118197441101074,0.41714015435159035,3.386426133637588,1.8875024318695068,1.9666731357574463,1.0419446897398292,1.3881046772003174
control_vansh_rollAmpAndFrequency_6_control.bag,control,rollAmpAndFrequency,6,Fy,85620,-7.022529125213623,4.435626029968262,-2.429438352584839,3.2083425521850586,-2.3843999242782594,3.174755334854126,servo_activity,8.118197441101074,1.4893462946003306,12.09080727773777,3.174755334854126,3.2083425521850586,1.010579466380352,4.692171812057495
control_vansh_rollAmpAndFrequency_6_control.bag,control,rollAmpAndFrequency,6,Fz,85620,-5.186224937438965,5.469241142272949,-2.837707996368408,0.08161457628011703,-2.837707996368408,0.0541769415140152,servo_activity,8.118197441101074,0.8063387897600883,6.546017499690886,2.837707996368408,2.837707996368408,1.0,8.447940587997437
control_vansh_rollAmpAndFrequency_6_control.bag,control,rollAmpAndFrequency,6,Net,85620,0.013382215984165668,7.934350490570068,0.07736494447695634,3.848943036492229,0.09242542413366615,3.806600435286649,servo_activity,8.118197441101074,1.880257583366614,15.264302301897736,3.806600435286649,3.848943036492229,1.0111234688077766,4.653984069824219
control_vansh_rollAmpAndFrequency_7_control.bag,control,rollAmpAndFrequency,7,Fx,84680,-7.601111888885498,3.4758248329162598,-1.5818324089050293,0.44947078824043274,-1.5522536039352417,0.4098314940929413,servo_activity,5.151535987854004,0.45658372741566405,2.3521075032503163,1.5522536039352417,1.5818324089050293,1.0190553946177352,1.3649990558624268
control_vansh_rollAmpAndFrequency_7_control.bag,control,rollAmpAndFrequency,7,Fy,84680,-9.863763809204102,6.20036506652832,-2.5702359676361084,3.991562843322754,-2.534528970718384,3.94968843460083,servo_activity,5.151535987854004,1.6978724797413167,8.746651182174311,3.94968843460083,3.991562843322754,1.0106019523856837,6.677205801010132
control_vansh_rollAmpAndFrequency_7_control.bag,control,rollAmpAndFrequency,7,Fz,84680,-8.635945320129395,7.507089614868164,-3.5753285884857178,0.04107143357396126,-3.5655884742736816,0.007654218934476376,servo_activity,5.151535987854004,1.0366095257002144,5.3401312769969245,3.5655884742736816,3.5753285884857178,1.0027316989277681,6.366910457611084
control_vansh_rollAmpAndFrequency_7_control.bag,control,rollAmpAndFrequency,7,Net,84680,0.008412075228989124,12.34721851348877,0.05761943632098425,4.666829637237385,0.10922308792829584,4.627451462094753,servo_activity,5.151535987854004,2.2412935578938984,11.546104422835759,4.627451462094753,4.666829637237385,1.0085096895051615,6.605710029602051
control_vansh_rollAmpAndFrequency_8_control.bag,control,rollAmpAndFrequency,8,Fx,53360,-3.428065776824951,2.1049628257751465,-1.520419716835022,0.46785199642181396,-1.520419716835022,0.4546270966529846,servo_activity,5.122053384780884,0.4666972572283481,2.390448266054415,1.520419716835022,1.520419716835022,1.0,4.696707248687744
control_vansh_rollAmpAndFrequency_8_control.bag,control,rollAmpAndFrequency,8,Fy,53360,-6.3885321617126465,5.33012580871582,-2.946852445602417,3.2121686935424805,-2.946852445602417,3.1768059730529785,servo_activity,5.122053384780884,1.7224145308637633,8.822299177806517,3.1768059730529785,3.2121686935424805,1.0111315329892552,5.492857933044434
control_vansh_rollAmpAndFrequency_8_control.bag,control,rollAmpAndFrequency,8,Fz,53360,-5.6695637702941895,4.5129876136779785,-3.3848538398742676,0.17542055249214172,-3.381645917892456,0.1707720160484314,servo_activity,5.122053384780884,1.3132184559022297,6.726375037010742,3.381645917892456,3.3848538398742676,1.0009486274020702,5.389180660247803
control_vansh_rollAmpAndFrequency_8_control.bag,control,rollAmpAndFrequency,8,Net,53360,0.03210680931806564,6.858027458190918,0.15352213383071453,4.5119330157047495,0.4824350580209416,4.499947611160424,servo_activity,5.122053384780884,2.376071072334962,12.170362878533236,4.499947611160424,4.5119330157047495,1.0026634542399115,6.777589797973633
control_vansh_rollAmpAndFrequency_9_control.bag,control,rollAmpAndFrequency,9,Fx,87720,-4.579478740692139,2.472332239151001,-1.4215784072875977,0.6756178736686707,-1.4195973873138428,0.5783356428146362,servo_activity,8.207099199295044,0.5074238266616883,4.1644776814983695,1.4195973873138428,1.4215784072875977,1.0013954801491312,0.8594071865081787
control_vansh_rollAmpAndFrequency_9_control.bag,control,rollAmpAndFrequency,9,Fy,87720,-6.360528469085693,6.372747421264648,-3.6193017959594727,3.477555274963379,-2.9517227578163143,3.459859609603882,servo_activity,8.207099199295044,1.8520990149956131,15.200360342985636,3.466378927230835,3.6193017959594727,1.0441160276873718,0.0
control_vansh_rollAmpAndFrequency_9_control.bag,control,rollAmpAndFrequency,9,Fz,87720,-6.354620933532715,5.753137111663818,-2.903285026550293,0.3438657820224762,-2.8712215423583984,0.18482860922813416,servo_activity,8.207099199295044,1.2666636576845023,10.395634290758611,2.8712215423583984,2.903285026550293,1.0111671926804917,2.4185779094696045
control_vansh_rollAmpAndFrequency_9_control.bag,control,rollAmpAndFrequency,9,Net,87720,0.036985255777835846,7.387386322021484,0.8120136445310924,4.509755119526742,0.9928531921324587,4.433150821693449,servo_activity,8.207099199295044,2.4352560355486474,19.986387859429726,4.433150821693449,4.509755119526742,1.0172798763034256,2.393730640411377
